Wall time,Step,Value
1510777166.7638896,42,98.83407592773438
1510777169.3242157,94,99.58499908447266
1510777173.018516,167,99.26648712158203
1510777176.1863813,229,98.68165588378906
1510777176.4279635,234,98.59051513671875
1510777178.3857317,273,99.82034301757812
1510777180.2475238,310,98.64347839355469
1510777180.6411088,318,98.7924575805664
1510777189.1897686,474,98.67680358886719
1510777192.7698433,536,99.8357162475586
1510777195.2237473,579,98.70380401611328
1510777195.6311154,586,98.8814468383789
1510777198.378274,634,99.23098754882812
1510777199.130402,647,98.69772338867188
1510777202.9447477,714,98.819580078125
1510777208.3006778,808,98.67369079589844
1510777220.0673792,1014,99.66260528564453
1510777223.0258589,1066,98.1145248413086
1510777238.2165802,1333,98.59568786621094
1510777238.4485571,1337,98.39893341064453
1510777241.1857696,1385,98.26798248291016
1510777241.5823562,1392,100.1040267944336
1510777244.0648117,1436,98.52310943603516
1510777258.6186967,1691,98.99526977539062
1510777261.0628924,1734,100.78360748291016
1510777261.2228568,1737,99.19877624511719
1510777269.1877468,1877,98.50745391845703
1510777271.4772568,1917,99.54808044433594
1510777278.279756,2036,99.45751190185547
1510777281.719969,2096,98.47325897216797
1510777287.6545963,2199,98.64260864257812
1510777291.2525055,2262,98.83667755126953
1510777293.873155,2307,98.69254302978516
1510777298.5485334,2389,98.70902252197266
1510777301.2349737,2436,98.74098205566406
1510777304.0684123,2485,99.19497680664062
1510777304.124685,2486,98.64929962158203
1510777304.8255901,2498,98.9098892211914
1510777306.819844,2532,99.01412963867188
1510777315.7728121,2685,98.82875061035156
1510777319.1708224,2740,98.74714660644531
1510777336.5492828,3038,100.48365783691406
1510777347.4954348,3230,99.69261932373047
1510777348.4525566,3246,98.56551361083984
1510777351.7687242,3305,98.95591735839844
1510777371.6218545,3618,99.23030090332031
1510777371.7568338,3620,98.93585205078125
1510777375.171021,3670,100.12548828125
1510777380.4306285,3741,99.09945678710938
1510777385.731659,3814,98.74774932861328
1510777386.2353876,3821,99.43499755859375
1510777394.82617,3928,100.01959991455078
1510777396.80343,3956,98.68511199951172
1510777403.2100883,4036,99.56428527832031
