Wall time,Step,Value
1510776955.5469773,42,65.98345184326172
1510776957.5302167,94,49.688846588134766
1510776960.3279712,167,51.03034973144531
1510776962.7077556,229,42.656978607177734
1510776962.8969293,234,42.12775421142578
1510776964.3885562,273,40.258331298828125
1510776965.806993,310,44.05862808227539
1510776966.1069617,318,43.902366638183594
1510776972.067382,474,36.0602912902832
1510776974.4516687,536,34.97123336791992
1510776976.06537,579,36.73420333862305
1510776976.3401215,586,40.66541290283203
1510776978.1534133,634,40.24421691894531
1510776978.6337652,647,38.392913818359375
1510776981.1871161,714,36.20050048828125
1510776984.8250632,808,41.074581146240234
1510776992.6152399,1014,36.01056671142578
1510776994.5744452,1066,36.715694427490234
1510777004.620354,1333,36.231529235839844
1510777004.7737303,1337,36.096771240234375
1510777006.6404538,1385,36.858646392822266
1510777006.9182453,1392,41.527259826660156
1510777008.5941782,1436,36.590274810791016
1510777018.3389287,1691,35.756683349609375
1510777019.9766898,1734,35.86901092529297
1510777020.0898921,1737,36.84889602661133
1510777025.459932,1877,35.557701110839844
1510777026.9821799,1917,35.185237884521484
1510777031.5909972,2036,38.429832458496094
1510777033.9026556,2096,35.54780197143555
1510777037.846271,2199,34.41868591308594
1510777040.25231,2262,35.984073638916016
1510777041.9816527,2307,36.41644287109375
1510777045.1581602,2389,37.64677429199219
1510777046.9466684,2436,36.618507385253906
1510777048.8052123,2485,35.79209518432617
1510777048.8450592,2486,41.599853515625
1510777049.2988067,2498,33.75472640991211
1510777050.612701,2532,34.550254821777344
1510777056.5189915,2685,34.812191009521484
1510777058.6201048,2740,36.04231262207031
1510777070.1000314,3038,36.58714294433594
1510777077.4791436,3230,36.76138687133789
1510777078.0817587,3246,34.78115463256836
1510777080.3477423,3305,36.15439224243164
1510777092.2562063,3618,37.38533401489258
1510777092.3306415,3620,34.56710433959961
1510777094.2226884,3670,35.263423919677734
1510777096.964343,3741,38.09618377685547
1510777099.7529306,3814,37.87091827392578
1510777100.025966,3821,36.37386703491211
1510777104.13059,3928,34.341461181640625
1510777105.2021592,3956,35.595237731933594
1510777108.2871706,4036,38.06229782104492
1510777114.426609,4196,33.97855758666992
1510777119.0183418,4317,36.19186782836914
1510777122.192359,4400,36.501556396484375
1510777125.7239466,4492,35.63020324707031
1510777126.408211,4509,36.579498291015625
1510777133.1109998,4676,36.59471893310547
1510777137.533623,4788,35.150325775146484
1510777144.820924,4971,35.24370574951172
1510777150.246571,5106,35.693641662597656
1510777151.357797,5134,34.836666107177734
1510777160.265552,5345,46.35062789916992
1510777160.8442128,5359,38.433685302734375
1510777169.42703,5549,38.84673309326172
1510777175.6393673,5679,33.80581283569336
1510777177.6845376,5723,37.203590393066406
1510777181.6726081,5808,35.502132415771484
1510777184.4330778,5864,35.099544525146484
1510777184.803895,5871,35.43475341796875
1510777186.7011347,5907,35.150691986083984
1510777191.0834255,5990,34.47786331176758
1510777202.330975,6200,37.13262176513672
1510777203.3312242,6219,35.61240768432617
1510777207.0830755,6289,34.90164566040039
1510777222.2958436,6574,34.94715118408203
1510777223.853015,6603,35.75481033325195
1510777228.9271245,6699,37.29776382446289
1510777229.5810037,6711,37.68275451660156
1510777237.2045825,6854,34.72892379760742
1510777243.0822024,6966,36.26288604736328
1510777253.0962458,7155,35.36592483520508
1510777265.2040267,7382,34.4268684387207
1510777269.3139458,7460,35.31538391113281
1510777269.4738371,7463,43.76678466796875
1510777272.017998,7511,36.62673568725586
1510777286.7542155,7788,33.918968200683594
1510777287.2800064,7798,35.59267807006836
1510777289.1666636,7833,34.78436279296875
1510777297.546206,7991,35.887142181396484
1510777301.5605047,8066,37.505855560302734
1510777307.713662,8180,35.541595458984375
1510777310.0049129,8221,37.43982696533203
1510777317.849595,8363,38.09112548828125
1510777318.592938,8377,35.618919372558594
1510777325.0843487,8498,34.791236877441406
1510777325.6395118,8508,34.3743782043457
1510777330.7847238,8601,33.33256149291992
1510777345.6602354,8878,35.264034271240234
1510777348.3672404,8928,38.02103805541992
1510777348.7530017,8935,36.8951416015625
1510777351.8221698,8993,34.40266799926758
1510777367.3630064,9260,39.143882751464844
1510777380.8470871,9468,34.141048431396484
1510777386.7018723,9554,35.65080642700195
1510777387.5686285,9567,35.55857467651367
1510777398.3254302,9698,34.499637603759766
1510777409.5134985,9843,37.76893997192383
1510777414.3556828,9907,35.58774185180664
1510777443.1560447,10276,35.05830383300781
1510777443.8027136,10283,34.389060974121094
1510777453.3580987,10399,34.75712203979492
1510777458.8550172,10479,35.690093994140625
1510777462.1629443,10522,34.69001770019531
1510777470.5751574,10607,35.019752502441406
1510777483.310832,10757,35.68375015258789
1510777485.0064225,10780,34.66371154785156
1510777496.4232535,10902,37.167572021484375
1510777496.6251051,10905,39.34507751464844
1510777501.442134,10966,37.17720413208008
1510777501.953179,10974,35.8831901550293
1510777505.279488,11020,37.1182975769043
1510777511.3311572,11102,34.51454162597656
1510777536.7338612,11419,35.029693603515625
1510777541.4573386,11472,35.12203598022461
1510777545.8174486,11532,35.46651840209961
1510777548.3321745,11566,35.228702545166016
1510777557.545731,11685,34.36305618286133
1510777563.7488625,11759,34.3536262512207
1510777579.9768338,11969,34.9463005065918
1510777580.458987,11974,34.03851318359375
1510777596.5057716,12164,37.726383209228516
1510777605.9944637,12290,36.005619049072266
1510777637.178703,12671,34.41477966308594
1510777653.4434335,12877,35.277530670166016
1510777658.0290072,12939,36.370697021484375
1510777665.6831303,13034,37.38314437866211
1510777668.1384706,13061,37.478694915771484
1510777672.2306097,13109,36.82275390625
1510777695.5592356,13402,38.02891540527344
1510777706.1092553,13546,38.422821044921875
1510777709.7048228,13597,34.28041076660156
1510777711.3374832,13620,33.615638732910156
1510777725.1583276,13810,36.0269889831543
1510777731.770079,13884,35.858497619628906
1510777752.0290983,14080,36.098236083984375
1510777763.1988952,14221,34.89283752441406
1510777768.5071669,14294,35.88469696044922
1510777772.0137725,14338,35.25157165527344
1510777779.7500489,14447,36.78610610961914
1510777794.9782584,14638,36.01347351074219
1510777797.488202,14668,35.44657516479492
1510777798.8276236,14687,35.94757843017578
1510777805.651902,14779,35.987186431884766
1510777808.6468897,14809,35.46025085449219
1510777813.2152004,14873,37.8380241394043
1510777815.2371786,14892,35.561031341552734
1510777849.8484414,15324,35.825218200683594
1510777860.8580856,15473,34.77980422973633
1510777860.9854684,15475,34.26665496826172
1510777863.2361395,15507,34.94688415527344
1510777881.5663984,15740,35.18994903564453
1510777883.8389816,15764,35.06425476074219
1510777913.1346495,16116,36.15068817138672
1510777923.570427,16249,34.14812469482422
1510777929.02746,16321,34.803443908691406
1510777960.9883065,16697,34.20793914794922
1510777969.9134269,16809,34.378021240234375
1510777973.6811974,16857,37.861785888671875
1510777976.5536833,16899,36.3365364074707
1510777992.4217474,17066,35.06107711791992
1510777994.6784098,17097,34.94287109375
1510778010.8012078,17292,34.74836349487305
1510778012.7929,17317,35.02850341796875
1510778014.787914,17339,36.72008514404297
1510778031.2884674,17543,35.51433563232422
1510778032.3414345,17557,35.19028854370117
1510778034.8354433,17586,36.926700592041016
1510778035.6489832,17594,34.78898620605469
1510778075.863453,18065,35.07674789428711
1510778109.8122687,18451,34.58705139160156
1510778152.4505672,18958,34.18852996826172
1510778165.121196,19116,36.53635787963867
1510778170.4087067,19169,34.485172271728516
1510778179.3615506,19271,37.480628967285156
1510778202.3427725,19531,36.08961868286133
1510778210.3817677,19640,36.18100357055664
1510778211.34318,19654,35.124996185302734
1510778217.4081478,19731,39.24672317504883
1510778226.7268116,19846,33.132301330566406
1510778234.7325115,19938,35.06809616088867
1510778239.1182344,19995,34.414520263671875
1510778241.818171,20035,38.5606803894043
1510778243.9610372,20053,39.3914794921875
1510778244.5967953,20062,37.20359802246094
1510778252.400094,20138,33.83895492553711
1510778261.8808172,20244,34.01639938354492
1510778262.5331185,20252,34.75038146972656
1510778268.4916682,20323,35.54755783081055
1510778278.1986108,20440,35.40968322753906
1510778285.9911463,20539,36.45843505859375
1510778286.0813155,20540,35.10220718383789
1510778287.799371,20562,36.6074333190918
1510778289.1992338,20578,34.20450210571289
1510778305.0730095,20779,34.11975860595703
1510778305.4087117,20782,34.94440460205078
1510778310.3039572,20831,34.67375946044922
1510778312.601285,20855,34.0802001953125
1510778331.466126,21080,37.951805114746094
1510778337.2865937,21144,38.05034637451172
1510778343.2787187,21209,34.44981384277344
1510778344.8754148,21232,35.717323303222656
1510778352.6567354,21319,35.61967849731445
1510778358.6724331,21391,35.811256408691406
1510778370.0638504,21523,32.69382858276367
1510778397.9904118,21848,35.39337158203125
1510778410.1106513,22006,38.01545333862305
1510778429.0098917,22245,34.35972213745117
1510778432.5103447,22292,34.28717803955078
1510778435.2714164,22330,37.54279327392578
1510778437.7239265,22358,35.347347259521484
1510778446.7497592,22472,36.327354431152344
1510778480.166716,22840,34.734256744384766
1510778504.589202,23138,35.74445343017578
1510778505.4303143,23148,34.93626022338867
1510778508.5494204,23192,35.6025276184082
1510778510.3868978,23218,34.481319427490234
1510778513.636781,23263,34.4871711730957
1510778515.823708,23286,34.2586669921875
1510778521.903487,23361,34.949546813964844
1510778526.839472,23427,33.789031982421875
1510778535.204315,23540,34.026973724365234
1510778546.8447456,23670,37.212684631347656
1510778547.6075716,23681,34.678245544433594
1510778549.1296773,23701,35.76991653442383
1510778569.6657474,23938,34.504573822021484
1510778580.3995354,24079,33.49812316894531
1510778584.9395308,24147,32.29164505004883
1510778594.203154,24282,33.89787292480469
1510778594.3329802,24284,34.247901916503906
1510778597.3412158,24322,34.126014709472656
1510778599.2907138,24345,32.52619934082031
1510778620.2707937,24621,35.52408218383789
1510778627.201306,24719,35.061546325683594
1510778627.7610683,24727,36.871421813964844
1510778640.6122882,24901,34.62192153930664
1510778643.0604684,24934,34.750823974609375
1510778648.4159324,25008,35.87786102294922
1510778651.409222,25047,33.763099670410156
1510778658.1405957,25133,33.648277282714844
1510778667.4571302,25253,36.2085075378418
1510778673.7948818,25332,34.69929122924805
1510778677.7092962,25391,33.98545455932617
1510778699.4298873,25686,32.38176345825195
1510778708.7350357,25812,33.452964782714844
1510778711.0997074,25847,33.11737823486328
1510778716.607389,25921,41.57356643676758
1510778726.92638,26066,36.30499267578125
1510778728.6474895,26091,36.78493881225586
1510778733.408947,26155,35.89693069458008
1510778734.3375168,26169,34.844722747802734
1510778744.1703515,26303,33.29292678833008
1510778751.6666431,26403,34.17958068847656
1510778756.4103627,26470,34.882118225097656
1510778780.2455878,26797,33.339881896972656
1510778780.3242788,26798,34.520206451416016
1510778782.841043,26829,32.79465103149414
1510778805.9873745,27142,32.96919250488281
1510778806.771697,27154,35.419029235839844
1510778807.037551,27158,33.882972717285156
1510778807.1024256,27159,32.95848083496094
1510778815.0635145,27274,36.43128967285156
1510778831.6096117,27505,36.02423858642578
1510778839.2263644,27603,34.234657287597656
1510778840.3558242,27620,35.961578369140625
1510778841.5393314,27638,34.98100280761719
1510778854.5064697,27825,35.36272048950195
1510778860.5689564,27916,33.59750747680664
1510778863.5832403,27950,35.89025115966797
1510778865.0918808,27968,35.85007095336914
1510778890.101767,28321,35.973228454589844
1510778898.3558834,28438,37.14466094970703
1510778899.4248111,28451,34.49563980102539
1510778906.8658144,28543,35.11404037475586
1510778908.9526446,28572,33.713321685791016
1510778911.7475262,28611,34.90141677856445
1510778938.0443027,28970,34.684234619140625
1510778940.3799264,28996,37.54997253417969
1510778943.5334697,29037,35.848819732666016
1510778945.210778,29062,34.80308532714844
1510778955.4276857,29201,37.93844985961914
1510778959.746248,29263,35.604759216308594
1510778976.3293054,29471,33.08491897583008
1510778977.815712,29487,36.264713287353516
1510778983.2387838,29561,33.780799865722656
1510778987.1025984,29611,35.062252044677734
1510778996.6494443,29747,37.83550262451172
1510779002.2660515,29829,36.18370819091797
1510779015.4694672,30005,38.33863067626953
1510779017.2325382,30031,34.85050582885742
1510779022.0095198,30092,36.60161209106445
1510779028.0634804,30174,35.795021057128906
1510779032.7479775,30243,34.19248962402344
1510779035.7811897,30284,35.81357192993164
1510779038.664363,30327,39.08928298950195
1510779048.3735998,30459,36.84556198120117
1510779049.1436565,30470,34.78517150878906
1510779058.777024,30612,35.63397979736328
1510779065.2435884,30706,35.17275619506836
1510779066.2057118,30720,37.008033752441406
1510779114.5203345,31406,35.190643310546875
1510779117.0069704,31443,34.030479431152344
1510779135.198112,31696,34.70768737792969
1510779142.9549193,31808,35.19148254394531
1510779147.5040233,31873,38.19668960571289
1510779148.071799,31880,37.783267974853516
1510779152.5005956,31936,34.91036605834961
1510779153.1958196,31945,40.59196472167969
